,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
2863,18354.pdf,2011-03-23,18354,18354.txt,"Comparability of EU-SILC survey and register data: The relationship among employment, earnings and poverty",10.1177/0958928710385734
2864,18355.pdf,2011-12-14,18355,18355.txt,Household joblessness and its impact on poverty and deprivation in Europe,10.1177/0958928711418854
2865,18356.pdf,2011-12-14,18356,18356.txt,"The paradox of the social investment state: growth, employment and poverty in the Lisbon era",10.1177/0958928711418856
2866,18357.pdf,2011-12-14,18357,18357.txt,Disappointing poverty trends: is the social investment state to blame?,10.1177/0958928711418857
2867,18358.pdf,2012-05-16,18358,18358.txt,Counteracting material deprivation: The role of social assistance in Europe,10.1177/0958928711433658
2868,18359.pdf,2012-06-28,18359,18359.txt,An inquiry on introducing a minimum income scheme in Turkey: Alternating between cost efficiency and poverty reduction,10.1177/0958928712440199
2869,18360.pdf,2012-06-28,18360,18360.txt,Varieties of poverty reduction: Inserting the poverty and social exclusion target into Europe 2020 1,10.1177/0958928712440203
2870,18361.pdf,2012-12-23,18361,18361.txt,Can higher employment levels bring down relative income poverty in the EU? Regression-based simulations of the Europe 2020 target,10.1177/0958928712456577
2871,18362.pdf,2013-06-28,18362,18362.txt,"The institutional logic of images of the poor and welfare recipients: A comparative study of British, Swedish and Danish newspapers",10.1177/0958928713480068
2872,18363.pdf,2013-11-18,18363,18363.txt,"A state-of-the-art review of working poverty in advanced economies: theoretical models, measurement issues and risk groups",10.1177/0958928713507470
2873,18364.pdf,2014-06-25,18364,18364.txt,"Migrant deprivation, conditionality of legal status and the welfare state",10.1177/0958928714525819
2874,18365.pdf,2014-08-12,18365,18365.txt,The capacity of social policies to combat poverty among new social risk groups,10.1177/0958928714542732
2875,18366.pdf,2016-04-27,18366,18366.txt,"Welfare, labour market deregulation and households’ poverty risks: An analysis of the risk of entering poverty at childbirth in different European welfare clusters",10.1177/0958928716633044
2876,18367.pdf,2016-06-13,18367,18367.txt,Improving the measurement of material deprivation at the European Union level,10.1177/0958928716642947
2877,18368.pdf,2016-10-21,18368,18368.txt,"Politics of defamilialization: A comparison of Italy, Japan, Korea and Spain",10.1177/0958928716657276
2878,18369.pdf,2016-10-23,18369,18369.txt,"Conditionality, austerity and welfare: Financial crisis and its impact on welfare in Italy and Korea",10.1177/0958928716657277
2879,18370.pdf,2016-11-21,18370,18370.txt,Social assistance performance in Central and Eastern Europe: A pre-transfer post-transfer comparison,10.1177/0958928716664296
2880,18371.pdf,2018-02-16,18371,18371.txt,"The case for welfare state universalism, or the lasting relevance of the paradox of redistribution",10.1177/0958928717700564
2881,18372.pdf,2017-09-13,18372,18372.txt,"Explaining different trajectories of minimum income schemes: Groups, parties and political exchange in Italy and Spain",10.1177/0958928717707272
2882,18373.pdf,2018-02-15,18373,18373.txt,"Immigrants and poverty, and conditionality of immigrants’ social rights",10.1177/0958928717753580
2883,18374.pdf,2018-02-15,18374,18374.txt,"The governance of poverty: Welfare reform, activation policies, and social assistance benefits and caseloads in Nordic countries",10.1177/0958928717753591
2884,18375.pdf,2018-02-13,18375,18375.txt,An East–West comparison of healthcare evaluations in Europe: Do institutions matter?,10.1177/0958928717754294
2885,18376.pdf,2018-10-08,18376,18376.txt,Improving poverty reduction in Europe: What works best where?,10.1177/0958928718792130
2886,18377.pdf,2018-10-25,18377,18377.txt,Disproved or vindicated? Stein Rokkan’s ‘impossibility theorem’ on welfare democracy and European integration,10.1177/0958928718804932
2887,18378.pdf,2018-10-25,18378,18378.txt,Work must pay: Does it? Precarious employment and employment motivation for low-income households,10.1177/0958928718805870
2888,18379.pdf,2014-05-06,18379,18379.txt,Societies without citizens,10.1177/1368431014530927
2889,18380.pdf,2011-03-25,18380,18380.txt,‘Bodies is what makes it work’: Statecraft and urban informality in the Philadelphia recovery house movement,10.1177/1466138110387034
2890,18381.pdf,2011-03-25,18381,18381.txt,‘Project heat’ and sensory politics in redeveloping Chicago public housing,10.1177/1466138110387221
2891,18382.pdf,2011-09-27,18382,18382.txt,Tobacco consumption and the poor: An ethnographic analysis of hand-rolled cigarette ( bidi ) use in Bangladesh,10.1177/1466138111413337
2892,18383.pdf,2012-03-20,18383,18383.txt,"Song wennuan , ‘sending warmth’: Unemployment, new urban poverty, and the affective state in China",10.1177/1466138111435043
2893,18384.pdf,2013-10-31,18384,18384.txt,Making the neoliberal precariat: Two faces of job searching in Minneapolis,10.1177/1466138113506636
2894,18385.pdf,2016-07-24,18385,18385.txt,Mating Welfare and Workfare,10.1177/146613802401092760
2895,18386.pdf,2016-07-24,18386,18386.txt,The Nexus,10.1177/1466138102003004007
2896,18387.pdf,2016-07-24,18387,18387.txt,Carceral Impoverishment,10.1177/1466138102003004014
2897,18388.pdf,2016-07-24,18388,18388.txt,A desperate means to dignity,10.1177/1466138105055656
2898,18389.pdf,2016-07-24,18389,18389.txt,Confused because exposed,10.1177/1466138107078630
2899,18390.pdf,2018-04-13,18390,18390.txt,Emotional overlap and the analytic potential of emotions in anthropology,10.1177/1466138118768620
2900,18391.pdf,2016-07-24,18391,18391.txt,‘Affective integration’ and access to the rights of permanent residency: New Zealanders resident in Australia post-2001,10.1177/1468796816656675
2901,18392.pdf,2015-08-04,18392,18392.txt,New Patterns in Indian Urbanization,10.1177/0975425315583755
2902,18393.pdf,2018-01-23,18393,18393.txt,Economic Growth and Urban Poverty in India,10.1177/0975425317748451
2903,18394.pdf,2016-06-29,18394,18394.txt,Strength in Numbers?,10.1177/1465116502003002002
2904,18395.pdf,2016-07-25,18395,18395.txt,Municipal Policing Meets the New Deal,10.1177/0969776407081163
2905,18396.pdf,2012-12-27,18396,18396.txt,Families’ Experiences in Different Homeless and Highly Mobile Settings,10.1177/0013124512469814
2906,18397.pdf,2016-07-24,18397,18397.txt,Meta-Evaluation: Discovering What Works Best in Welfare Provision,10.1177/1356389004045075
2907,18398.pdf,2010-11-25,18398,18398.txt,Poor women and the expression of shame and anger: The price of breaking social class feeling rules,10.1177/0959353510384125
2908,18399.pdf,2017-01-25,18399,18399.txt,A sanctuary of tranquillity in a ruptured world: Evaluating long-term counselling at a women’s community health centre,10.1177/0959353516685344
2909,18400.pdf,2018-07-06,18400,18400.txt,Family-Focused Services for TANF Participants Facing Acute Barriers to Work: Pathways to Implementation,10.1177/1044389418783253
2910,18401.pdf,2018-10-18,18401,18401.txt,Social Work Practices in Palliative and End-of-Life Care for Persons Experiencing Homelessness: A Scoping Review,10.1177/1044389418808154
2911,18402.pdf,2016-12-02,18402,18402.txt,Household Expenditures and Wealth among Young Guatemalan Adults,10.1177/15648265050262S111
2912,18403.pdf,2006-09-10,18403,18403.txt,Quantifiable Impact on Poverty in Trinidad and Tobago of the Uruguay Round Agreement on Agriculture,10.1177/156482650602700301
2913,18404.pdf,2011-03-10,18404,18404.txt,Diarrhea and Novel Dietary Factors Emerge as Predictors of Serum Vitamin B 12  in Panamanian Children,10.1177/156482651103200106
2914,18405.pdf,2011-06-16,18405,18405.txt,A Review of Global Progress toward the Millennium Development Goal 1 Hunger Target,10.1177/156482651103200207
2915,18406.pdf,2011-06-16,18406,18406.txt,Social Protection Networks in Central America and the Dominican Republic: Do They Have a Nutritional Dimension?,10.1177/156482651103200211
2916,18407.pdf,2013-12-01,18407,18407.txt,"Prevalence of Overweight and Obesity among 6- to 9-Year-Old Schoolchildren in Cuenca, Ecuador: Relationship with Physical Activity, Poverty, and Eating Habits",10.1177/156482651303400404
2917,18408.pdf,2014-09-16,18408,18408.txt,"What is the Effect of Physical Activity Level on Food Consumption, Energy Deficiency, and Dietary Diversity?",10.1177/156482651403500307
2918,18409.pdf,2016-10-05,18409,18409.txt,"Everyone wants to go to paradise, but … in Giose Rimanelli’s  Peccato originale",10.1177/0014585816669937
2919,18410.pdf,2016-07-21,18410,18410.txt,Faith on the Edge: Religion and Women in the Context of Migration,10.1177/0966735006068847
2920,18411.pdf,2012-08-21,18411,18411.txt,"The Silenced Speak: Hannah, Mary, and Global Poverty 1",10.1177/0966735012451819
2921,18412.pdf,2013-02-01,18412,18412.txt,"Globalization, Child Labour and Development Policies: A Theoretical Analysis",10.1177/001573251204800104
2922,18413.pdf,2016-02-03,18413,18413.txt,Mega External Preferential Trade Agreements and Their Impacts on Indian Economy,10.1177/0015732515616545
2923,18414.pdf,2011-01-01,18414,18414.txt,Mortal love: Care practices in animal experimentation,10.1177/1464700111404206
2924,18415.pdf,2001-01-01,18415,18415.txt,Deconstruction of gender and women’s agency,10.1177/14647000122229550
2925,18416.pdf,2008-01-01,18416,18416.txt,Social rights and gender justice in the neoliberal moment,10.1177/1464700108090412
2926,18417.pdf,2018-01-31,18417,18417.txt,"Healthcare Reform ≠ Public Health Reform: On Pathogens, Poverty, and Prevention",10.1177/2164957X18756307
2927,18418.pdf,2016-06-30,18418,18418.txt,Stratified Reproduction and Poor Women’s Resistance,10.1177/0891243205278010
2928,18419.pdf,2016-06-29,18419,18419.txt,"Poor Women's Discourses of Legitimacy, Poverty, and Health",10.1177/0891243206286939
2929,18420.pdf,2016-06-30,18420,18420.txt,Work—Family Policies and Poverty for Partnered and Single Women in Europe and North America,10.1177/0891243207308445
2930,18421.pdf,2011-01-20,18421,18421.txt,Gendering Agricultural Aid,10.1177/0891243210392571
2931,18422.pdf,2013-04-12,18422,18422.txt,Engendering Racial Perceptions,10.1177/0891243213480262
2932,18423.pdf,2015-09-18,18423,18423.txt,Redefining the Marital Power Struggle through Relationship Skills,10.1177/0891243215602920
2933,18424.pdf,2018-07-20,18424,18424.txt,Gendered Emotional Support and Women’s Well-Being in a Low-Income Urban African Setting,10.1177/0891243218786670
2934,18425.pdf,2018-09-11,18425,18425.txt,"Hierarchies of Categorical Disadvantage: Economic Insecurity at the Intersection of Disability, Gender, and Race",10.1177/0891243218794648
2935,18426.pdf,2014-05-14,18426,18426.txt,The ‘Red Surge’: Media framing of Maoist struggles in India,10.1177/1748048514533763
2936,18427.pdf,2016-09-16,18427,18427.txt,Patterns of Identification and Performance Among Gifted Students Identified Through Performance Tasks,10.1177/0016986207302717
2937,18428.pdf,2010-09-10,18428,18428.txt,Multigroup Construct Validity Evidence of the HOPE Scale: Instrumentation to Identify Low-Income Elementary Students for Gifted Programs,10.1177/0016986210378332
2938,18429.pdf,2012-12-27,18429,18429.txt,Additional Validity Evidence and Across-Group Equivalency of the  HOPE Teacher Rating Scale,10.1177/0016986212469253
2939,18430.pdf,2017-11-04,18430,18430.txt,Investigating the Intersection of Poverty and Race in Gifted Education Journals: A 15-Year Analysis,10.1177/0016986217737618
2940,18431.pdf,2017-11-13,18431,18431.txt,"Poverty, Academic Achievement, and Giftedness: A Literature Review",10.1177/0016986217738015
2941,18432.pdf,2017-11-04,18432,18432.txt,A Comparison of Perceptions of Barriers to Academic Success Among High-Ability Students From High- and Low-Income Groups: Exposing Poverty of a Different Kind,10.1177/0016986217738050
2942,18433.pdf,2017-10-30,18433,18433.txt,Disentangling the Roles of Institutional and Individual Poverty in the Identification of Gifted Students,10.1177/0016986217738053
2943,18434.pdf,2017-11-07,18434,18434.txt,Achievement Unlocked: Effective Curriculum Interventions With Low-Income Students,10.1177/0016986217738565
2944,18435.pdf,2017-11-07,18435,18435.txt,"Closing Poverty-Based Excellence Gaps: Conceptual, Measurement, and Educational Issues",10.1177/0016986217738566
2945,18436.pdf,2018-11-07,18436,18436.txt,The Occupational/Career Decision-Making Processes of Intellectually Gifted Adolescents From Economically Disadvantaged Backgrounds: A Mixed Methods Perspective,10.1177/0016986218804575
2946,18437.pdf,2015-01-20,18437,18437.txt,Critical Components of a Summer Enrichment Program for Urban Low-Income Gifted Students,10.1177/1076217514556533
2947,18438.pdf,2013-02-21,18438,18438.txt,General Music and Children Living in Poverty,10.1177/1048371313478611
2948,18439.pdf,2015-01-21,18439,18439.txt,Low-Income Mothers’ Descriptions of Children’s Injury-Related Events,10.1177/2333393614565181
2949,18440.pdf,2016-07-24,18440,18440.txt,Rethinking the Welfare Regime Approach,10.1177/146801810100100105
2950,18441.pdf,2011-04-19,18441,18441.txt,Mistaken identity,10.1177/1468018110391998
2951,18442.pdf,2011-12-25,18442,18442.txt,From the global politics of poverty alleviation to the global politics of social solidarity,10.1177/1468018111421294
2952,18443.pdf,2011-12-25,18443,18443.txt,"Bolsa Família, poverty and inequality: Political and economic effects in the short and long run",10.1177/1468018111421297
2953,18444.pdf,2012-04-30,18444,18444.txt,Poor people in rich countries: the roles of global\n                    governance,10.1177/1468018111431667
2954,18445.pdf,2013-08-02,18445,18445.txt,Are cash transfers a realistic policy tool for poverty reduction in Sub-Saharan Africa? Evidence from Congo-Brazzaville and Côte d’Ivoire,10.1177/1468018113484611
2955,18446.pdf,2015-07-06,18446,18446.txt,Social transfers and poverty in middle- and high-income countries – A global perspective,10.1177/1468018115591712
2956,18447.pdf,2016-01-04,18447,18447.txt,Can social protection address both poverty and inequality in principle and practice?,10.1177/1468018115622521
