pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
2631.pdf,2016-01-01,2631,2631.txt,"Violence, crime, and abuse exposure in a national sample of children and youth: An update",10.1001/jamapediatrics.2013.42
2632.pdf,2014-01-01,2632,2632.txt,"Trends in children's exposure to violence, 2003 to 2011",10.1001/jamapediatrics.2013.5296
2633.pdf,2013-01-01,2633,2633.txt,Study of dementia in Swedish twins,10.1017/thg.2012.68
2634.pdf,2013-01-01,2634,2634.txt,Major cardiovascular risk factors in Latin America: A comparison with the United States,10.1371/journal.pone.0054056
2635.pdf,2016-01-01,2635,2635.txt,The global crime drop and changes in the distribution of victimisation,10.1186/s40163-016-0059-4
2636.pdf,2016-01-01,2636,2636.txt,Clarifying the association between mother-father relationship aggression and parenting,10.1111/jomf.12354
2678.pdf,2017-01-01,2678,2678.txt,A bird's eye view of civilians killed by police in 2015: Further evidence of implicit bias,10.1111/1745-9133.12269
2680.pdf,2014-01-01,2680,2680.txt,"Socio-demographic inequalities in the prevalence, diagnosis and management of hypertension in India: Analysis of nationally-representative survey data",10.1371/journal.pone.0086043
2681.pdf,2014-01-01,2681,2681.txt,Association between obesity and selected morbidities: A study of BRICS countries,10.1371/journal.pone.0094433
2682.pdf,2013-01-01,2682,2682.txt,"Patterns of frailty in older adults: Comparing results from higher and lower income countries using the survey of health, ageing and retirement in Europe (SHARE) and the study on global AGEing and adult health (SAGE)",10.1371/journal.pone.0075847
2684.pdf,2013-01-01,2684,2684.txt,Prevalence of major chronic conditions among older Chinese adults: The study on global AGEing and adult health (SAGE) wave 1,10.1371/journal.pone.0074176
2685.pdf,2017-01-01,2685,2685.txt,Pain and suffering damages in personal injury cases: An empirical study,10.1111/jels.12145
2686.pdf,2017-01-01,2686,2686.txt,Interactions of adolescent social experiences and dopamine genes to predict physical intimate partner violence perpetration,10.1371/journal.pone.0172840
2687.pdf,2017-01-01,2687,2687.txt,Characteristics of women age 15-24 at risk for excess weight gain during pregnancy,10.1371/journal.pone.0173790
2688.pdf,2015-01-01,2688,2688.txt,Childhood conscientiousness and leukocyte telomere length 40 years later in adult women—Preliminary findings of a prospective association,10.1371/journal.pone.0134077
2689.pdf,2013-01-01,2689,2689.txt,"A limit to frailty in very old, community-dwelling people: A secondary analysis of the Chinese longitudinal health and longevity study",10.1093/ageing/afs180
2690.pdf,2016-01-01,2690,2690.txt,"Self-rated health, interviewer-rated health, and their predictive powers on mortality in old age",10.1093/geronb/gbu186
2691.pdf,2017-01-01,2691,2691.txt,"Factors influencing helmet use, head injury, and hospitalization among children involved in skateboarding and snowboarding accidents",10.7812/TPP/16-161
2692.pdf,2017-01-01,2692,2692.txt,Reconceptualizing context: A multilevel model of the context of reception and second-generation educational attainment,10.1111/imre.12315
2693.pdf,2017-01-01,2693,2693.txt,Differential DNA methylation and lymphocyte proportions in a Costa Rican high longevity region,10.1186/s13072-017-0128-2
2694.pdf,2013-01-01,2694,2694.txt,Firearm possession among adolescents presenting to an urban emergency department for assault,10.1542/peds.2013-0163
2695.pdf,2015-01-01,2695,2695.txt,Violent reinjury and mortality among youth seeking emergency department care for assault-related injury: A 2-year prospective cohort study,10.1001/jamapediatrics.2014.1900
2697.pdf,2014-01-01,2697,2697.txt,Street stops and police legitimacy: Teachable moments in young urban men's legal socialization,10.1111/jels.12055
2698.pdf,2017-01-01,2698,2698.txt,"Unpacking the relationships between impulsivity, neighborhood disadvantage, and adolescent violence: An application of a neighborhood-based group decomposition",10.1007/s10964-017-0695-3
2699.pdf,2017-01-01,2699,2699.txt,Health care needs and service use among male prison inmates in the United States: A multi-level behavioral model of prison health service utilization,10.1186/s40352-017-0052-3
2700.pdf,2016-01-01,2700,2700.txt,"Self-construals, anger regulation, and life satisfaction in the United States and Japan",10.3389/fpsyg.2016.00768
2701.pdf,2010-01-01,2701,2701.txt,Effects of a brief intervention for reducing violence and alcohol misuse among adolescents: A randomized controlled trial,10.1001/jama.2010.1066
2702.pdf,2017-01-01,2702,2702.txt,Effect of missing data on classification error in panel Surveys,10.1515/jos-2017-0026
2703.pdf,2017-01-01,2703,2703.txt,Current patterns of marijuana use initiation by age among US adolescents and emerging adults: Implications for intervention,10.3109/00952990.2016.1165239
2704.pdf,2017-01-01,2704,2704.txt,Cascades of emotional support in friendship networks and adolescent smoking,10.1371/journal.pone.0180204
2705.pdf,2017-01-01,2705,2705.txt,Epidemiologic comparisons of soccer-related injuries presenting to emergency departments and reported within high school and collegiate settings,10.1186/s40621-017-0116-9
2706.pdf,2014-01-01,2706,2706.txt,Changing American congregations: Findings from the third wave of the National Congregations Study,10.1111/jssr.12151
2708.pdf,2015-01-01,2708,2708.txt,Congregational size and attitudes towards racial inequality among church attendees in America,10.3390/rel6030781
2709.pdf,2015-01-01,2709,2709.txt,"United by faith? Race/ethnicity, congregational diversity, and explanations of racial inequality",10.1093/socrel/sru067
2711.pdf,2015-01-01,2711,2711.txt,Epigenetic and genetic variation at SKA2 predict suicidal behavior and post-traumatic stress disorder,10.1038/tp.2015.105
2712.pdf,2017-01-01,2712,2712.txt,Dynamics of urban informal labor supply in the United States,10.1111/ssqu.12284
2713.pdf,2017-01-01,2713,2713.txt,"Adolescent adaptation before, during and in the aftermath of the Great Recession in the USA",10.1002/ijop.12389
2715.pdf,2017-01-01,2715,2715.txt,"Trends in serious quit attempts in the United States, 2009-14",10.1111/add.13712
2716.pdf,2017-01-01,2716,2716.txt,"The strategies, complexities, and realities of zero prison population growth",10.3390/socsci6020060
2717.pdf,2017-01-01,2717,2717.txt,Habitual sleep as a contributor to racial differences in cardiometabolic risk,10.1073/pnas.1618167114
2718.pdf,2017-01-01,2718,2718.txt,Health behaviors and union dissolution among parents of young children: Differences by marital status,10.1371/journal.pone.0182628
2719.pdf,2017-01-01,2719,2719.txt,The hidden epidemic of firearm injury: Increasing firearm injury rates during 2001–2013,10.1093/aje/kww147
2720.pdf,2017-01-01,2720,2720.txt,The Anatomical Tracings of Lesions After Stroke (ATLAS) Dataset - Release 1.1,10.1101/179614
2721.pdf,2014-01-01,2721,2721.txt,"Nontuberculous mycobacterial disease mortality in the United States, 1999-2010: a population-based comparative study",10.1371/journal.pone.0091879
2723.pdf,2016-01-01,2723,2723.txt,Psychosocial outcomes 3 to 10 years after donation in the Adult to Adult Living Donor Liver Transplantation Cohort Study (A2ALL),10.1097/TP.0000000000001144
2724.pdf,2017-01-01,2724,2724.txt,Total survey error and respondent driven sampling: Focus on nonresponse and measurement errors in the recruitment process and the network size reports and implications for inferences,10.1515/jos-2017-0017
2725.pdf,2017-01-01,2725,2725.txt,Reciprocal associations between depressive symptoms and mastery among older adults; Black-White differences,10.3389/fnagi.2016.00279
2726.pdf,2017-01-01,2726,2726.txt,An exploration of the predictors of relationship status with a caveat on interpretation,10.4236/ojapps.2017.78031
2727.pdf,2017-01-01,2727,2727.txt,Cardiometabolic risk in a population of older adults with multiple co-morbidities in rural South Africa: The HAALSI (Health and Aging in Africa: Longitudinal Studies of INDEPTH Communities) Study,10.1186/s12889-017-4117-y
2728.pdf,2014-01-01,2728,2728.txt,Social conditions and disability related to the mortality of older people in rural South Africa,10.1093/ije/dyu093
2729.pdf,2016-01-01,2729,2729.txt,"Human Immunodeficiency Virus (HIV) Infection, Antiretroviral Therapy (ART) Use and Access to Care for Diabetes and Hypertension in Agincourt, South Africa",10.1093/ofid/ofw194.58
2731.pdf,2016-01-01,2731,2731.txt,"Infertility and fertility intentions, desires, and outcomes among US women",10.4054/DemRes.2016.35.39
2732.pdf,2017-01-01,2732,2732.txt,Psychiatric disorders differently correlate with physical self-rated health across ethnic groups,10.3390/jpm7040006
2733.pdf,2018-01-01,2733,2733.txt,Developmental stability of general and specific factors of psychopathology from early childhood to adolescence: dynamic mutualism or p-differentiation?,10.1111/jcpp.12849
2734.pdf,2017-01-01,2734,2734.txt,Discrimination increases suicidal ideation in Black adolescents regardless of ethnicity and gender,10.3390/bs7040075
2735.pdf,2017-01-01,2735,2735.txt,"Quit methods used by American smokers, 2013-2014",10.3390/ijerph14111403
2736.pdf,2017-01-01,2736,2736.txt,Does affirmative action in Chinese college admissions lead to mismatch? Educational quality and the relative returns to a baccalaureate degree for minorities in China,10.1186/s41257-017-0006-7
2737.pdf,2017-01-01,2737,2737.txt,Demographic and socioeconomic determinants of physical and mental self-rated health across 10 ethnic groups in the United States,10.15171/ijer.2017.02
2738.pdf,2017-01-01,2738,2738.txt,Neighborhood safety and major depressive disorder in a national sample of Black youth: Gender by ethnic differences,10.3390/children4020014
2739.pdf,2016-01-01,2739,2739.txt,"USDA snack policy implementation: Best practices from the front lines, United States, 2013-2014",10.5888/pcd13.160023
2740.pdf,2015-01-01,2740,2740.txt,The association between state bans on soda only and adolescent substitution with other sugar-sweetened beverages: a cross-sectional study,10.1186/1479-5868-12-S1-S7
2741.pdf,2014-01-01,2741,2741.txt,How state taxes and policies targeting soda consumption modify the association between school vending machines and student dietary behaviors: A cross-sectional analysis,10.1371/journal.pone.0098249
2742.pdf,2013-01-01,2742,2742.txt,State and district policy influences on district-wide elementary and middle school physical education practices,10.1097/PHH.0b013e31828a8bce
2743.pdf,2013-01-01,2743,2743.txt,Association between state laws governing school meal nutrition content and student weight status: Implications for new USDA school meal standards,10.1001/jamapediatrics.2013.399
2744.pdf,2012-01-01,2744,2744.txt,"Differences in nutrient intake associated with state laws regarding fat, sugar, and caloric content of competitive foods",10.1001/archpediatrics.2011.1839
2745.pdf,2012-01-01,2745,2745.txt,Banning all sugar-sweetened beverages in middle schools: Reduction of in-school access and purchasing but not overall consumption,10.1001/archpediatrics.2011.200
2746.pdf,2012-01-01,2746,2746.txt,"Healthier fundraising in U.S. elementary schools associations between policies at the state, district, and school levels",10.1371/journal.pone.0049890
2748.pdf,2014-01-01,2748,2748.txt,Dead newspapers and citizens' civic engagement,10.1080/10584609.2012.762817
2749.pdf,2018-01-01,2749,2749.txt,College completion predicts lower depression but higher metabolic syndrome among disadvantaged minorities in young adulthood,10.1073/pnas.1714616114
2750.pdf,2014-01-01,2750,2750.txt,Cyber dating abuse among teens using school-based health centers,10.1542/peds.2014-0537
2751.pdf,2016-01-01,2751,2751.txt,Importance of Numeracy as a Risk Factor for Elder Financial Exploitation in a Community Sample,10.1093/geronb/gbv041
2752.pdf,2018-01-01,2752,2752.txt,Olfactory dysfunction predicts subsequent dementia in older U.S. adults,10.1111/jgs.15048
2753.pdf,2018-01-01,2753,2753.txt,A routine activity approach: Assessing victimization by gender in transit environments and other public locations,10.4236/aasoci.2018.81004
2754.pdf,2012-01-01,2754,2754.txt,Is collective efficacy age graded? The development and evaluation of a new measure of collective efficacy for older adults,10.1155/2012/360254
2756.pdf,2017-01-01,2756,2756.txt,"Physical chronic conditions, multimorbidity and sedentary behavior amongst middle-aged and older adults in six low- and middle-income countries",10.1186/s12966-017-0602-z
2757.pdf,2018-01-01,2757,2757.txt,Evaluating the factor structure of the MIDI personality scale using exploratory structural equation modeling,10.1111/jpr.12186
2758.pdf,2018-01-01,2758,2758.txt,Sexual assault case outcomes: Disentangling the overlapping decisions of police and prosecutors,10.1080/07418825.2018.1429645
2759.pdf,2018-01-01,2759,2759.txt,"A large, open source dataset of stroke anatomical brain images and manual lesion segmentations",10.1038/sdata.2018.11
